route_id,service_id,trip_id,trip_headsign,shape_id
V6-123-132,2502,4118603,Tossal del Rei,8
V6-132-123,2502,4118805,Marítim,10
V6-123-132,2502,4118607,Tossal del Rei,8
V6-132-123,2502,4118810,Marítim,10
V6-123-132,2502,4118612,Tossal del Rei,8
V6-132-123,2502,4118815,Marítim,10
V6-123-132,2502,4118617,Tossal del Rei,8
V6-132-123,2502,4118819,Marítim,10
V6-123-132,2502,4118621,Tossal del Rei,8
V6-132-123,2502,4118824,Marítim,10
V6-123-132,2502,4118626,Tossal del Rei,8
V6-132-123,2502,4118829,Marítim,10
V6-123-132,2502,4118630,Tossal del Rei,8
V6-132-123,2502,4118833,Marítim,10
V6-123-132,2502,4118635,Tossal del Rei,8
V6-132-123,2502,4118838,Marítim,10
V6-123-132,2502,4118640,Tossal del Rei,8
V6-132-123,2502,4118843,Marítim,10
V6-123-132,2502,4118645,Tossal del Rei,8
V6-132-123,2502,4118847,Marítim,10
V6-123-132,2502,4118649,Tossal del Rei,8
V6-132-123,2502,4118852,Marítim,10
V6-123-132,2502,4118654,Tossal del Rei,8
V6-132-123,2502,4118858,Marítim,10
V6-123-132,2502,4118659,Tossal del Rei,8
V6-132-123,2502,4118861,Marítim,10
V6-123-132,2502,4118663,Tossal del Rei,8
V6-132-123,2502,4118866,Marítim,10
V6-123-132,2502,4118668,Tossal del Rei,8
V6-132-123,2502,4118871,Marítim,10
V6-123-132,2502,4118673,Tossal del Rei,8
V6-132-123,2502,4118875,Marítim,10
V6-123-132,2502,4118677,Tossal del Rei,8
V6-132-123,2502,4118880,Marítim,10
V6-123-132,2502,4118682,Tossal del Rei,8
V6-132-123,2502,4118885,Marítim,10
V6-123-132,2502,4118687,Tossal del Rei,8
V6-132-123,2502,4118889,Marítim,10
V6-123-132,2502,4118691,Tossal del Rei,8
V6-132-123,2502,4118894,Marítim,10
V6-123-132,2502,4118696,Tossal del Rei,8
V6-132-123,2502,4118899,Marítim,10
V6-123-132,2502,4118701,Tossal del Rei,8
V6-132-123,2502,4118903,Marítim,10
V6-123-132,2502,4118705,Tossal del Rei,8
V6-132-123,2502,4118908,Marítim,10
V6-123-132,2502,4118710,Tossal del Rei,8
V6-132-123,2502,4118913,Marítim,10
V6-123-132,2502,4118715,Tossal del Rei,8
V6-132-123,2502,4118917,Marítim,10
V6-123-132,2502,4118719,Tossal del Rei,8
V6-132-123,2502,4118922,Marítim,10
V6-123-132,2502,4118724,Tossal del Rei,8
V6-132-123,2502,4118927,Marítim,10
V6-123-132,2502,4118729,Tossal del Rei,8
V6-132-123,2502,4118931,Marítim,10
V6-123-132,2502,4118733,Tossal del Rei,8
V6-132-123,2502,4118936,Marítim,10
V6-123-132,2502,4118738,Tossal del Rei,8
V6-132-123,2502,4118941,Marítim,10
V6-123-132,2502,4118743,Tossal del Rei,8
V6-132-123,2502,4118946,Marítim,10
V6-123-132,2502,4118747,Tossal del Rei,8
V6-132-123,2502,4118950,Marítim,10
V6-123-132,2502,4118752,Tossal del Rei,8
V6-132-123,2502,4118955,Marítim,10
V6-123-132,2502,4118757,Tossal del Rei,8
V6-132-123,2502,4118959,Marítim,10
V6-123-132,2502,4118761,Tossal del Rei,8
V6-132-123,2502,4118964,Marítim,10
V6-123-132,2502,4118766,Tossal del Rei,8
V6-132-123,2502,4118969,Marítim,10
V6-123-132,2502,4118769,Tossal del Rei,8
V6-132-123,2502,4118973,Marítim,10
V6-123-132,2502,4118772,Tossal del Rei,8
V6-132-123,2502,4118977,Marítim,10
V6-123-132,2502,4118776,Tossal del Rei,8
V6-132-123,2502,4118980,Marítim,10
V6-123-132,2502,4118777,Tossal del Rei,8
V6-132-94,2502,4118982,Beteró,10
V6-123-132,2502,4118779,Tossal del Rei,8
V6-132-94,2502,4118986,Beteró,10
V6-132-94,2502,4118988,Beteró,10
V6-132-94,2502,4118990,Beteró,10
V7-69-123,2502,4118491,Marítim,45
V7-66-69,2502,4118213,Alameda,6
V7-69-123,2502,4118492,Marítim,45
V7-123-107,2502,4118214,Torrent Avinguda,6
V7-107-123,2502,4118493,Marítim,45
V7-66-69,2502,4118215,Alameda,6
V7-69-123,2502,4118494,Marítim,45
V7-123-107,2502,4118216,Torrent Avinguda,6
V7-107-123,2502,4118495,Marítim,45
V7-123-69,2502,4118217,Alameda,45
V7-69-123,2502,4118496,Marítim,45
V7-123-107,2502,4118218,Torrent Avinguda,6
V7-107-123,2502,4118497,Marítim,45
V7-123-69,2502,4118219,Alameda,45
V7-69-123,2502,4118498,Marítim,45
V7-123-107,2502,4118220,Torrent Avinguda,6
V7-107-123,2502,4118499,Marítim,45
V7-66-69,2502,4118221,Alameda,6
V7-107-123,2502,4118500,Marítim,45
V7-123-107,2502,4118222,Torrent Avinguda,6
V7-107-123,2502,4118501,Marítim,45
V7-123-107,2502,4118223,Torrent Avinguda,6
V7-107-123,2502,4118502,Marítim,45
V7-123-107,2502,4118224,Torrent Avinguda,6
V7-107-123,2502,4118503,Marítim,45
V7-123-107,2502,4118225,Torrent Avinguda,6
V7-107-123,2502,4118504,Marítim,45
V7-123-107,2502,4118226,Torrent Avinguda,6
V7-107-123,2502,4118505,Marítim,45
V7-123-107,2502,4118227,Torrent Avinguda,6
V7-107-123,2502,4118506,Marítim,45
V7-123-107,2502,4118228,Torrent Avinguda,6
V7-107-123,2502,4118507,Marítim,45
V7-123-107,2502,4118229,Torrent Avinguda,6
V7-107-123,2502,4118508,Marítim,45
V7-123-107,2502,4118230,Torrent Avinguda,6
V7-107-123,2502,4118509,Marítim,45
V7-123-107,2502,4118231,Torrent Avinguda,6
V7-107-123,2502,4118510,Marítim,45
V7-123-107,2502,4118232,Torrent Avinguda,6
V7-107-123,2502,4118511,Marítim,45
V7-123-107,2502,4118233,Torrent Avinguda,6
V7-107-123,2502,4118512,Marítim,45
V7-123-107,2502,4118234,Torrent Avinguda,6
V7-107-123,2502,4118513,Marítim,45
V7-123-107,2502,4118235,Torrent Avinguda,6
V7-107-123,2502,4118514,Marítim,45
V7-123-107,2502,4118236,Torrent Avinguda,6
V7-107-123,2502,4118515,Marítim,45
V7-123-107,2502,4118237,Torrent Avinguda,6
V7-107-123,2502,4118516,Marítim,45
V7-123-107,2502,4118238,Torrent Avinguda,6
V7-107-123,2502,4118517,Marítim,45
V7-123-107,2502,4118239,Torrent Avinguda,6
V7-107-123,2502,4118518,Marítim,45
V7-123-107,2502,4118240,Torrent Avinguda,6
V7-107-123,2502,4118519,Marítim,45
V7-123-107,2502,4118241,Torrent Avinguda,6
V7-107-123,2502,4118520,Marítim,45
V7-123-107,2502,4118242,Torrent Avinguda,6
V7-107-123,2502,4118521,Marítim,45
V7-123-107,2502,4118243,Torrent Avinguda,6
V7-107-123,2502,4118522,Marítim,45
V7-123-107,2502,4118244,Torrent Avinguda,6
V7-107-123,2502,4118523,Marítim,45
V7-123-107,2502,4118245,Torrent Avinguda,6
V7-107-123,2502,4118524,Marítim,45
V7-123-107,2502,4118246,Torrent Avinguda,6
V7-107-123,2502,4118525,Marítim,45
V7-123-107,2502,4118247,Torrent Avinguda,6
V7-107-123,2502,4118526,Marítim,45
V7-123-107,2502,4118248,Torrent Avinguda,6
V7-107-123,2502,4118527,Marítim,45
V7-123-107,2502,4118249,Torrent Avinguda,6
V7-107-123,2502,4118528,Marítim,45
V7-123-107,2502,4118250,Torrent Avinguda,6
V7-107-123,2502,4118529,Marítim,45
V7-123-107,2502,4118251,Torrent Avinguda,6
V7-107-123,2502,4118530,Marítim,45
V7-123-107,2502,4118252,Torrent Avinguda,6
V7-107-123,2502,4118531,Marítim,45
V7-123-107,2502,4118253,Torrent Avinguda,6
V7-107-123,2502,4118532,Marítim,45
V7-123-107,2502,4118254,Torrent Avinguda,6
V7-107-123,2502,4118533,Marítim,45
V7-123-107,2502,4118255,Torrent Avinguda,6
V7-107-123,2502,4118534,Marítim,45
V7-123-107,2502,4118256,Torrent Avinguda,6
V7-107-66,2502,4118535,Machado,45
V7-123-107,2502,4118257,Torrent Avinguda,6
V7-107-66,2502,4118536,Machado,45
V7-123-107,2502,4118258,Torrent Avinguda,6
V7-123-107,2502,4118259,Torrent Avinguda,6
V8-123-126,2502,4118601,Neptú,9
V8-95-123,2502,4118794,Marítim,9
V8-123-126,2502,4118605,Neptú,9
V8-126-123,2502,4118798,Marítim,59
V8-123-126,2502,4118610,Neptú,9
V8-126-123,2502,4118802,Marítim,59
V8-123-126,2502,4118614,Neptú,9
V8-126-123,2502,4118807,Marítim,59
V8-123-126,2502,4118619,Neptú,9
V8-126-123,2502,4118812,Marítim,59
V8-123-126,2502,4118624,Neptú,9
V8-126-123,2502,4118817,Marítim,59
V8-123-126,2502,4118632,Neptú,9
V8-126-123,2502,4118821,Marítim,59
V8-123-126,2502,4118633,Neptú,9
V8-126-123,2502,4118826,Marítim,59
V8-123-126,2502,4118638,Neptú,9
V8-126-123,2502,4118831,Marítim,59
V8-123-126,2502,4118642,Neptú,9
V8-126-123,2502,4118835,Marítim,59
V8-123-126,2502,4118647,Neptú,9
V8-126-123,2502,4118840,Marítim,59
V8-123-126,2502,4118652,Neptú,9
V8-126-123,2502,4118845,Marítim,59
V8-123-126,2502,4118656,Neptú,9
V8-126-123,2502,4118849,Marítim,59
V8-123-126,2502,4118661,Neptú,9
V8-126-123,2502,4118854,Marítim,59
V8-123-126,2502,4118666,Neptú,9
V8-126-123,2502,4118855,Marítim,59
V8-123-126,2502,4118670,Neptú,9
V8-126-123,2502,4118863,Marítim,59
V8-123-126,2502,4118675,Neptú,9
V8-126-123,2502,4118868,Marítim,59
V8-123-126,2502,4118680,Neptú,9
V8-126-123,2502,4118873,Marítim,59
V8-123-126,2502,4118684,Neptú,9
V8-126-123,2502,4118877,Marítim,59
V8-123-126,2502,4118689,Neptú,9
V8-126-123,2502,4118882,Marítim,59
V8-123-126,2502,4118694,Neptú,9
V8-126-123,2502,4118887,Marítim,59
V8-123-126,2502,4118698,Neptú,9
V8-126-123,2502,4118891,Marítim,59
V8-123-126,2502,4118703,Neptú,9
V8-126-123,2502,4118896,Marítim,59
V8-123-126,2502,4118708,Neptú,9
V8-126-123,2502,4118901,Marítim,59
V8-123-126,2502,4118712,Neptú,9
V8-126-123,2502,4118905,Marítim,59
V8-123-126,2502,4118717,Neptú,9
V8-126-123,2502,4118910,Marítim,59
V8-123-126,2502,4118722,Neptú,9
V8-126-123,2502,4118915,Marítim,59
V8-123-126,2502,4118726,Neptú,9
V8-126-123,2502,4118919,Marítim,59
V8-123-126,2502,4118731,Neptú,9
V8-126-123,2502,4118924,Marítim,59
V8-123-126,2502,4118736,Neptú,9
V8-126-123,2502,4118929,Marítim,59
V8-123-126,2502,4118740,Neptú,9
V8-126-123,2502,4118933,Marítim,59
V8-123-126,2502,4118745,Neptú,9
V8-126-123,2502,4118938,Marítim,59
V8-123-126,2502,4118750,Neptú,9
V8-126-123,2502,4118943,Marítim,59
V8-123-126,2502,4118754,Neptú,9
V8-126-123,2502,4118948,Marítim,59
V8-123-126,2502,4118759,Neptú,9
V8-126-123,2502,4118952,Marítim,59
V8-123-126,2502,4118764,Neptú,9
V8-126-123,2502,4118957,Marítim,59
V8-123-126,2502,4118767,Neptú,9
V8-126-123,2502,4118961,Marítim,59
V8-123-126,2502,4118771,Neptú,9
V8-126-123,2502,4118966,Marítim,59
V8-123-98,2502,4118774,Dr. Lluch,59
V8-126-123,2502,4118971,Marítim,59
V9-186-56,2502,4118538,Alboraia Peris Aragó,69
V9-66-186,2502,4118260,Riba-roja de Túria,70
V9-186-56,2502,4118539,Alboraia Peris Aragó,69
V9-66-186,2502,4118261,Riba-roja de Túria,70
V9-186-56,2502,4118540,Alboraia Peris Aragó,69
V9-66-186,2502,4118262,Riba-roja de Túria,70
V9-186-56,2502,4118541,Alboraia Peris Aragó,69
V9-66-186,2502,4118263,Riba-roja de Túria,70
V9-186-56,2502,4118542,Alboraia Peris Aragó,69
V9-66-186,2502,4118264,Riba-roja de Túria,70
V9-66-186,2502,4118265,Riba-roja de Túria,70
V9-186-56,2502,4118543,Alboraia Peris Aragó,69
V9-56-186,2502,4118266,Riba-roja de Túria,70
V9-73-56,2502,4118544,Alboraia Peris Aragó,69
V9-56-73,2502,4118267,Av. del Cid,70
V9-186-56,2502,4118545,Alboraia Peris Aragó,69
V9-56-186,2502,4118268,Riba-roja de Túria,70
V9-73-56,2502,4118546,Alboraia Peris Aragó,69
V9-56-73,2502,4118269,Av. del Cid,70
V9-186-56,2502,4118547,Alboraia Peris Aragó,69
V9-56-186,2502,4118270,Riba-roja de Túria,70
V9-73-56,2502,4118548,Alboraia Peris Aragó,69
V9-56-73,2502,4118271,Av. del Cid,70
V9-186-56,2502,4118549,Alboraia Peris Aragó,69
V9-56-186,2502,4118272,Riba-roja de Túria,70
V9-73-56,2502,4118550,Alboraia Peris Aragó,69
V9-56-73,2502,4118273,Av. del Cid,70
V9-186-56,2502,4118551,Alboraia Peris Aragó,69
V9-56-186,2502,4118274,Riba-roja de Túria,70
V9-73-56,2502,4118552,Alboraia Peris Aragó,69
V9-56-73,2502,4118275,Av. del Cid,70
V9-186-56,2502,4118553,Alboraia Peris Aragó,69
V9-56-186,2502,4118276,Riba-roja de Túria,70
V9-73-56,2502,4118554,Alboraia Peris Aragó,69
V9-56-73,2502,4118277,Av. del Cid,70
V9-186-56,2502,4118555,Alboraia Peris Aragó,69
V9-56-186,2502,4118278,Riba-roja de Túria,70
V9-73-56,2502,4118556,Alboraia Peris Aragó,69
V9-56-73,2502,4118279,Av. del Cid,70
V9-186-56,2502,4118557,Alboraia Peris Aragó,69
V9-56-186,2502,4118280,Riba-roja de Túria,70
V9-73-56,2502,4118558,Alboraia Peris Aragó,69
V9-56-73,2502,4118281,Av. del Cid,70
V9-186-56,2502,4118559,Alboraia Peris Aragó,69
V9-56-186,2502,4118282,Riba-roja de Túria,70
V9-73-56,2502,4118560,Alboraia Peris Aragó,69
V9-56-73,2502,4118283,Av. del Cid,70
V9-186-56,2502,4118561,Alboraia Peris Aragó,69
V9-56-186,2502,4118284,Riba-roja de Túria,70
V9-73-56,2502,4118562,Alboraia Peris Aragó,69
V9-56-73,2502,4118285,Av. del Cid,70
V9-186-56,2502,4118563,Alboraia Peris Aragó,69
V9-56-186,2502,4118286,Riba-roja de Túria,70
V9-73-56,2502,4118564,Alboraia Peris Aragó,69
V9-56-73,2502,4118287,Av. del Cid,70
V9-186-56,2502,4118565,Alboraia Peris Aragó,69
V9-56-186,2502,4118288,Riba-roja de Túria,70
V9-73-56,2502,4118566,Alboraia Peris Aragó,69
V9-56-73,2502,4118289,Av. del Cid,70
V9-186-56,2502,4118567,Alboraia Peris Aragó,69
V9-56-186,2502,4118290,Riba-roja de Túria,70
V9-73-56,2502,4118568,Alboraia Peris Aragó,69
V9-56-73,2502,4118291,Av. del Cid,70
V9-186-56,2502,4118569,Alboraia Peris Aragó,69
V9-56-186,2502,4118292,Riba-roja de Túria,70
V9-73-56,2502,4118570,Alboraia Peris Aragó,69
V9-56-73,2502,4118293,Av. del Cid,70
V9-186-56,2502,4118571,Alboraia Peris Aragó,69
V9-56-186,2502,4118294,Riba-roja de Túria,70
V9-73-56,2502,4118572,Alboraia Peris Aragó,69
V9-56-73,2502,4118295,Av. del Cid,70
V9-186-56,2502,4118573,Alboraia Peris Aragó,69
V9-56-186,2502,4118296,Riba-roja de Túria,70
V9-186-66,2502,4118574,Machado,69
V9-56-186,2502,4118297,Riba-roja de Túria,70
V9-186-66,2502,4118576,Machado,69
V9-56-186,2502,4118298,Riba-roja de Túria,70
V1-1-29,2502,4118345,Empalme,2
V1-1-29,2502,4118346,Empalme,2
V2-107-20,2502,4118393,València Sud,1
V2-54-20,2502,4118115,València Sud,1
V3-182-66,2502,4118439,Machado,43
V3-182-66,2502,4118440,Machado,43
V5-69-66,2502,4118488,Machado,44
V5-123-69,2502,4118211,Alameda,44
V5-69-66,2502,4118490,Machado,44
V5-123-69,2502,4118212,Alameda,44
V7-107-66,2502,4118537,Machado,45
V9-186-66,2502,4118575,Machado,69
V10-190-197,2506,4122107,Natzaret,74
V10-197-190,2506,4122237,Alacant,73
V10-190-197,2506,4122108,Natzaret,74
V10-197-190,2506,4122238,Alacant,73
V10-190-197,2506,4122109,Natzaret,74
V10-197-190,2506,4122239,Alacant,73
V10-190-197,2506,4122110,Natzaret,74
V10-197-190,2506,4122240,Alacant,73
V10-190-197,2506,4122111,Natzaret,74
V1-20-36,2506,4121200,Seminari - CEU,48
V10-197-190,2506,4122241,Alacant,73
V10-190-197,2506,4122112,Natzaret,74
V10-194-190,2506,4122242,Alacant,73
V10-190-194,2506,4122113,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122243,Alacant,73
V10-190-197,2506,4122114,Natzaret,74
V10-194-190,2506,4122244,Alacant,73
V10-190-194,2506,4122115,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122245,Alacant,73
V10-190-197,2506,4122116,Natzaret,74
V10-194-190,2506,4122246,Alacant,73
V10-190-194,2506,4122117,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122247,Alacant,73
V10-190-197,2506,4122118,Natzaret,74
V10-194-190,2506,4122248,Alacant,73
V10-190-194,2506,4122119,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122249,Alacant,73
V10-190-197,2506,4122120,Natzaret,74
V10-194-190,2506,4122250,Alacant,73
V10-190-194,2506,4122121,Ciutat Arts i Ciències - Justícia,74
V1-20-29,2506,4121201,Empalme,48
V10-197-190,2506,4122251,Alacant,73
V10-190-197,2506,4122122,Natzaret,74
V10-194-190,2506,4122252,Alacant,73
V10-190-194,2506,4122123,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122253,Alacant,73
V10-190-197,2506,4122124,Natzaret,74
V10-194-190,2506,4122254,Alacant,73
V10-190-194,2506,4122125,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122255,Alacant,73
V10-190-197,2506,4122126,Natzaret,74
V1-29-1,2506,4120769,Castelló,2
V10-194-190,2506,4122256,Alacant,73
V10-190-194,2506,4122127,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122257,Alacant,73
V10-190-197,2506,4122128,Natzaret,74
V10-194-190,2506,4122258,Alacant,73
V10-190-194,2506,4122129,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122259,Alacant,73
V10-190-197,2506,4122130,Natzaret,74
V10-194-190,2506,4122260,Alacant,73
V10-190-194,2506,4122131,Ciutat Arts i Ciències - Justícia,74
V1-20-39,2506,4121202,Bétera,48
V10-197-190,2506,4122261,Alacant,73
V10-190-197,2506,4122132,Natzaret,74
V10-194-190,2506,4122262,Alacant,73
V10-190-194,2506,4122133,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122263,Alacant,73
V10-190-197,2506,4122134,Natzaret,74
V10-194-190,2506,4122264,Alacant,73
V10-190-194,2506,4122135,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122265,Alacant,73
V10-190-197,2506,4122136,Natzaret,74
V10-194-190,2506,4122266,Alacant,73
V10-190-194,2506,4122137,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122267,Alacant,73
V10-190-197,2506,4122138,Natzaret,74
V10-194-190,2506,4122268,Alacant,73
V10-190-194,2506,4122139,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122269,Alacant,73
V10-190-197,2506,4122140,Natzaret,74
V10-194-190,2506,4122270,Alacant,73
V10-190-194,2506,4122141,Ciutat Arts i Ciències - Justícia,74
V1-20-36,2506,4121203,Seminari - CEU,48
V10-197-190,2506,4122271,Alacant,73
V10-190-197,2506,4122142,Natzaret,74
V10-194-190,2506,4122272,Alacant,73
V10-190-194,2506,4122143,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122273,Alacant,73
V10-190-197,2506,4122144,Natzaret,74
V10-194-190,2506,4122274,Alacant,73
V10-190-194,2506,4122145,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122275,Alacant,73
V10-190-197,2506,4122146,Natzaret,74
V1-20-5,2506,4120770,L'Alcúdia,2
V10-194-190,2506,4122276,Alacant,73
V10-190-194,2506,4122147,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122277,Alacant,73
V10-190-197,2506,4122148,Natzaret,74
V10-194-190,2506,4122278,Alacant,73
V10-190-194,2506,4122149,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122279,Alacant,73
V10-190-197,2506,4122150,Natzaret,74
V10-194-190,2506,4122280,Alacant,73
V10-190-194,2506,4122151,Ciutat Arts i Ciències - Justícia,74
V1-20-29,2506,4121204,Empalme,48
V10-197-190,2506,4122281,Alacant,73
V10-190-197,2506,4122152,Natzaret,74
V10-194-190,2506,4122282,Alacant,73
V10-190-194,2506,4122153,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122283,Alacant,73
V10-190-197,2506,4122154,Natzaret,74
V10-194-190,2506,4122284,Alacant,73
V10-190-194,2506,4122155,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122285,Alacant,73
V10-190-197,2506,4122156,Natzaret,74
V1-36-17,2506,4120771,Torrent,2
V10-194-190,2506,4122286,Alacant,73
V10-190-194,2506,4122157,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122287,Alacant,73
V10-190-197,2506,4122158,Natzaret,74
V10-194-190,2506,4122288,Alacant,73
V10-190-194,2506,4122159,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122289,Alacant,73
V10-190-197,2506,4122160,Natzaret,74
V10-194-190,2506,4122290,Alacant,73
V10-190-194,2506,4122161,Ciutat Arts i Ciències - Justícia,74
V1-20-39,2506,4121205,Bétera,48
V10-197-190,2506,4122291,Alacant,73
V10-190-197,2506,4122162,Natzaret,74
V10-194-190,2506,4122292,Alacant,73
V10-190-194,2506,4122163,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122293,Alacant,73
V10-190-197,2506,4122164,Natzaret,74
V10-194-190,2506,4122294,Alacant,73
V10-190-194,2506,4122165,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122295,Alacant,73
V10-190-197,2506,4122166,Natzaret,74
V1-20-13,2506,4120772,Picassent,2
V10-194-190,2506,4122296,Alacant,73
V10-190-194,2506,4122167,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122297,Alacant,73
V10-190-197,2506,4122168,Natzaret,74
V10-194-190,2506,4122298,Alacant,73
V10-190-194,2506,4122169,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122299,Alacant,73
V10-190-197,2506,4122170,Natzaret,74
V10-194-190,2506,4122300,Alacant,73
V10-190-194,2506,4122171,Ciutat Arts i Ciències - Justícia,74
V1-17-39,2506,4121206,Bétera,48
V10-197-190,2506,4122301,Alacant,73
V10-190-197,2506,4122172,Natzaret,74
V10-194-190,2506,4122302,Alacant,73
V10-190-194,2506,4122173,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122303,Alacant,73
V10-190-197,2506,4122174,Natzaret,74
V10-194-190,2506,4122304,Alacant,73
V10-190-194,2506,4122175,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122305,Alacant,73
V10-190-197,2506,4122176,Natzaret,74
V1-29-1,2506,4120773,Castelló,2
V10-194-190,2506,4122306,Alacant,73
V10-190-194,2506,4122177,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122307,Alacant,73
V10-190-197,2506,4122178,Natzaret,74
V10-194-190,2506,4122308,Alacant,73
V10-190-194,2506,4122179,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122309,Alacant,73
V10-190-197,2506,4122180,Natzaret,74
V10-194-190,2506,4122310,Alacant,73
V10-190-194,2506,4122181,Ciutat Arts i Ciències - Justícia,74
V1-20-29,2506,4121207,Empalme,48
V10-197-190,2506,4122311,Alacant,73
V10-190-197,2506,4122182,Natzaret,74
V10-194-190,2506,4122312,Alacant,73
V10-190-194,2506,4122183,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122313,Alacant,73
V10-190-197,2506,4122184,Natzaret,74
V10-194-190,2506,4122314,Alacant,73
V10-190-194,2506,4122185,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122315,Alacant,73
V10-190-197,2506,4122186,Natzaret,74
V10-194-190,2506,4122316,Alacant,73
V10-190-194,2506,4122187,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122317,Alacant,73
V10-190-197,2506,4122188,Natzaret,74
V10-194-190,2506,4122318,Alacant,73
V10-190-194,2506,4122189,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122319,Alacant,73
V10-190-197,2506,4122190,Natzaret,74
V10-194-190,2506,4122320,Alacant,73
V10-190-194,2506,4122191,Ciutat Arts i Ciències - Justícia,74
V1-13-36,2506,4121208,Seminari - CEU,48
V10-197-190,2506,4122321,Alacant,73
V10-190-197,2506,4122192,Natzaret,74
V10-194-190,2506,4122322,Alacant,73
V10-190-194,2506,4122193,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122323,Alacant,73
V10-190-197,2506,4122194,Natzaret,74
V10-194-190,2506,4122324,Alacant,73
V10-190-194,2506,4122195,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122325,Alacant,73
V10-190-197,2506,4122196,Natzaret,74
V1-36-17,2506,4120774,Torrent,2
V10-194-190,2506,4122326,Alacant,73
V10-190-194,2506,4122197,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122327,Alacant,73
V10-190-197,2506,4122198,Natzaret,74
V10-194-190,2506,4122328,Alacant,73
V10-190-194,2506,4122199,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122329,Alacant,73
V10-190-197,2506,4122200,Natzaret,74
V10-194-190,2506,4122330,Alacant,73
V10-190-194,2506,4122201,Ciutat Arts i Ciències - Justícia,74
V1-17-39,2506,4121209,Bétera,48
V10-197-190,2506,4122331,Alacant,73
V10-190-197,2506,4122202,Natzaret,74
V10-194-190,2506,4122332,Alacant,73
V10-190-194,2506,4122203,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122333,Alacant,73
V10-190-197,2506,4122204,Natzaret,74
V10-194-190,2506,4122334,Alacant,73
V10-190-194,2506,4122205,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122335,Alacant,73
V10-190-197,2506,4122206,Natzaret,74
V1-39-17,2506,4120775,Torrent,2
V10-194-190,2506,4122336,Alacant,73
V10-190-194,2506,4122207,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122337,Alacant,73
V10-190-197,2506,4122208,Natzaret,74
V10-194-190,2506,4122338,Alacant,73
V10-190-194,2506,4122209,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2506,4122339,Alacant,73
V10-190-197,2506,4122210,Natzaret,74
V10-194-190,2506,4122340,Alacant,73
V10-190-194,2506,4122211,Ciutat Arts i Ciències - Justícia,74
